CustomerID,Age,Gender,Location,IncomeLevel,SignupDate
2fa0a6aa-a9cc-46ad-b567-e26976a98234,53.0,Male,Gonzalezshire,High,2022-08-06
23b3aa96-cec0-4964-8176-98ce984158a8,64.0,Female,West Pamborough,Low,30/01/2020
45fd78bb-ce7d-49b2-a43f-c418abc621d7,52.0,Male,East Tonya,Medium,2023-07-30
c56a1423-e1b0-45c1-974a-55f5fa029c88,61.0,Male,South Kim,Medium,2022-08-13
ef562111-91d8-47bc-a2b1-d6622604fd3d,61.0,Female,Loganbury,Low,2020-10-05
24c99886-9e2e-4b95-a28d-6a809ddf8447,47.0,Male,South Rachelview,Low,2021-10-15
88c11bb5-495a-4fa4-9dca-ba16c044b52f,29.0,Male,Cruzville,,2022-01-03
249a52ef-4f20-4035-ade0-4855537d75a2,25.0,Female,Port Dillonstad,,2021-08-11
fceafdf4-01c9-44dc-9978-b601bd35de86,,Male,West Andrea,High,2022-12-29
b79b5054-0141-4007-8a24-fca072355faf,18.0,Female,East Samanthaview,High,2020-04-07
62a8fa58-109b-4f81-a035-ba7ce2b39f38,19.0,Male,New Margaret,Low,2023-04-15
0cdab4e0-134c-41c2-b737-34b1bab1a96a,70.0,Female,Amandaburgh,Low,2019-08-16
36bc83c7-adc6-45b8-960d-685e9d19661e,32.0,Female,New Annafort,Medium,2020-01-21
f06d1c8c-b764-4881-945e-580ba05f4e7f,23.0,Male,Cervantesbury,Low,2021-06-08
96a87ecb-2f53-4c22-8507-13c3cfd6d85a,40.0,Male,North Christopher,Medium,2019-09-26
be148fdc-ceb4-4b47-9f09-219b96803d11,63.0,Male,West Edwardhaven,Medium,2024-05-04
a800ccba-e1ca-4f52-ad9f-14f3432699c9,,Male,Randyton,,2022-10-16
bd2ce275-8d35-4a95-8812-2e012d3ece09,44.0,Female,Scottside,Medium,2022-11-20
3151b4f8-afe8-405a-b152-aa1cc8616f05,64.0,Male,East Brianfort,Low,2024-02-06
703ac047-6c29-4d13-8ab3-373a4df6c98c,54.0,Female,Duranchester,Low,2023-10-20
2f3e0093-5f1f-493e-abc3-80fb29363656,68.0,Female,North Luke,High,2020-09-24
013c4cd9-1d0f-4004-8772-065ab426d105,39.0,Male,South Jamesburgh,Medium,2022-08-24
b1d6a46b-214c-4592-9688-82d0fd977bb2,150,Female,North Cindyhaven,Low,2020-06-28
7ab3863d-017c-4f63-93a2-4728b714a8fd,33.0,Male,North Leslie,Low,2022-04-03
b6af124a-7396-46fb-b57e-bea31cd86b5c,51.0,Female,East Joshua,Low,2021-04-28
d91e9fd4-1922-4b2c-b958-0401ebbc6e48,52.0,Female,East Katie,Low,2021-10-26
ea3a479e-5284-4aac-9486-036c404ecdb5,64.0,Female,Mariaside,High,2023-11-03
d20f21c5-a3c3-40c6-8451-9869c58a48c0,63.0,Male,Harrisburgh,Low,2020-08-06
c9f831b4-43cf-4ed9-9b47-09542e239c70,53.0,Female,East Ryanbury,Medium,2023-10-12
987f285b-7246-48bb-a73d-d48bfcb97bcd,68.0,Male,Lake Stephanie,Medium,2024-06-07
348c5ab5-992d-4780-ba71-d1a5e3818191,46.0,Female,New Jesseside,Low,2023-09-24
42d3c5b0-ec77-4567-b66c-449783077049,65.0,Female,Kristopherfort,High,2022-09-22
230c7314-8729-4043-a486-7b0110e235b1,46.0,Male,East Michael,High,2019-08-22
51011001-3f94-45eb-9456-27bb4754f2f5,68.0,Male,Lake Nathan,High,2021-08-04
9ece1b55-20b8-4d22-9d6a-bd54a7374e5b,25.0,Female,Jennifermouth,Low,2019-10-24
3961c9cd-9e5c-45b4-9d85-7614fd1b8323,,Female,Port Juliaburgh,High,2019-10-25
4b54cb6f-865e-486f-ae13-f963b85c54fb,58.0,Female,Jeremyberg,Low,2023-09-17
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08
52303d17-9d24-4c20-89e3-7bcfa92140c9,150,Male,Spencermouth,,2022-06-25
5bd86a09-03ee-4de7-bb87-7411f34e19cb,22.0,Male,Jeanville,,2023-10-23
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,,2023-05-12
f43422cc-a731-4574-a05d-9adf4dd4bea4,54.0,Female,Huberfurt,Low,2023-01-03
92a23695-98ec-457e-906c-b6627ef55b45,28.0,Female,Lake Cameron,Low,2020-10-28
6fd7c547-70cf-41a8-b6b4-07a1d66f80ff,39.0,Female,Lake Allisonmouth,High,2020-10-21
c38e6ca5-eac5-4f80-8f80-ef7f21fad135,,Female,North Ryanfort,High,2023-04-09
30dc519a-a52c-465c-8678-8110e7bd13ed,37.0,Male,Port Brandonmouth,High,2022-08-20
7a461a97-18fd-4686-ab3f-adaded72069d,150,Male,Pageside,High,2024-04-16
c30de55f-687c-46f5-bbd2-a9e73d2d138d,44.0,Male,Harringtontown,Medium,2023-07-07
a4c9847c-dd0b-4b8d-83a8-c59968f274d7,19.0,Female,Christopherhaven,High,2021-02-12
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,34.0,Female,Wilkersonbury,High,2023-07-10
e8cbd1fc-5d2d-472a-8c68-8283bb58c8ae,26.0,Male,Latoyaville,Low,2019-12-23
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11
b26cfb17-237a-4b24-978e-b2afa4e3d741,23.0,Male,New Edwin,Medium,2023-10-18
cea94c78-1035-424f-b9e4-b1411222814b,48.0,Male,Collinsberg,Low,2021-11-12
afc2a89b-0b66-4b13-83d0-54cc54e5dae0,36.0,Female,Jacobview,High,2021-09-27
f7df3c81-3e6b-43c8-ae1c-c7b51cfcf21a,21.0,Male,South Julia,Medium,2022-12-10
a9afbefb-532c-4572-94ab-257bdbd4ca08,54.0,Female,Cynthiafort,High,2019-10-18
ce641770-fe31-4320-a990-6727108bc6fe,,Female,Garrettmouth,Medium,2023-03-16
05abacfa-de8a-4606-a35d-7487ed7554c7,56.0,Female,South Tammy,Medium,2023-01-22
9bd23b55-cbc0-4082-ae18-916ea8895c07,Unknown,Male,Kimberlyview,Low,2024-01-26
c8fd7478-dd48-479d-a9a7-1cf0e94ecbc3,62.0,Male,Adamsshire,Low,2023-02-10
b3f61584-004b-49fb-a843-fa05c119beea,25.0,Female,Richardchester,Low,2022-12-28
f2ae0761-35fa-44a8-ac81-e607e89611ef,31.0,Male,Stevenfurt,Medium,2024-05-01
8a34badc-d3bc-464a-8687-d6bd3bb08215,67.0,Female,New Russell,High,2020-09-22
9915aa87-c969-460b-844c-f57548662f88,53.0,Female,Jackmouth,Medium,2022-02-21
ec42fc84-51a4-4f32-971a-132852d4fe36,,Male,Michaelborough,Low,2022-04-23
841aff12-c7aa-4208-868b-2455ba9f642c,,Male,Port Williamhaven,Medium,2023-03-06
fa51f8d8-92c4-4b55-b33d-dc7f1eae4792,27.0,Female,Calebstad,High,2019-07-06
c3575491-5c91-4a46-a63b-506bc3395c62,50.0,Female,Port Timothyfort,Medium,2022-01-17
2ab68bd2-8796-475c-ac9b-835e790ea9dd,54.0,Female,Port Ashley,Medium,2023-01-24
cc5da89b-c295-41c3-b27d-c759cca78ba8,33.0,Female,New Stephenside,Medium,12/01/2024
796a8711-1b1d-4557-a933-57aeb0dd9e95,44.0,Female,Mendozaton,Medium,2020-08-14
f099716c-a119-40c6-a3b5-56f7685fd85e,,Male,Ramseyburgh,Low,2023-03-25
5ba7a03b-0d2f-4fc3-bd36-7a675c1ac61e,150,Female,East Ryanchester,High,2021-02-18
9f110be6-2f67-4e3a-9e4d-a30319dba9da,62.0,Male,South Christine,Low,2022-05-25
589eff22-1d5d-4138-8b42-ba0507aae51a,45.0,Male,Port Bradleyland,,2022-11-20
94c4f2d1-5f8b-4d82-9fb0-f1953ae4e597,46.0,Female,New David,Medium,2024-02-17
1d26411f-e5b9-40b0-8082-7e069a926f9c,19.0,Male,New Virginiachester,Medium,2020-11-30
13ac9037-7cc4-4585-8329-34a338044f38,52.0,Male,Port Troy,High,2021-01-31
3c0eae54-dde8-4291-95d3-f8dfb98c475a,62.0,Female,Williamshaven,High,2022-02-10
74335a51-6283-4262-b8a5-c72d988f3007,56.0,Female,East Zacharyville,Low,2019-09-17
e00ffe05-e989-4f01-8a2e-45d209002140,,Female,South Michellebury,High,2021-11-04
8f4bfd5c-d32d-49bb-a995-7535553847cf,64.0,Male,New Dianatown,High,2020-02-04
6631a889-65d2-4588-9ed7-850c8b216f6d,22.0,Female,Warrenburgh,High,2021-03-26
c3a3cdb4-7e4f-4017-a8bf-5f329b6938c8,52.0,Female,Port Sheryl,Low,2020-08-04
51bdd78c-efe1-46e6-8155-fb9677e935aa,40.0,Female,West Whitneymouth,Medium,2022-11-04
31659ac0-47ae-49b1-9aa7-c208ed21336b,36.0,Male,Knappland,Low,2023-10-13
b7b84b81-c61b-4f23-b3db-b18010484122,52.0,Male,East Cynthiafort,Low,2020-02-21
409d7d69-e0b1-4493-8b23-100fb9518966,64.0,Female,Bradleyborough,Low,2023-03-11
1ec9eb96-4175-4c16-8477-4a6357f4e000,40.0,Male,Webbfurt,High,2020-11-23
fc0c6daa-182e-431a-bfe6-bad99168e08d,26.0,Female,North Justin,High,2021-12-27
f4274d3a-db95-4b02-b4cc-2b414f25d80d,46.0,Male,Annaport,Medium,2020-08-20
997e4ef9-2383-4063-ae49-4ea64716769e,48.0,Female,Christineberg,Medium,2021-10-29
72ef323a-1608-4a07-ad39-af7daf0b4b08,25.0,Female,Samuelside,Low,2022-03-26
fd03f67e-520f-4c52-a55b-66ec6d737026,55.0,Male,New Benjaminton,Medium,2024-06-01
6e1feeab-c26b-4462-ae4c-77ff8d6e5b35,27.0,Female,Lanestad,Low,2022-05-10
fd35b6b4-ad1c-49cc-9c34-8c2d696f38e2,42.0,Male,Karenbury,Low,2024-04-14
86e19319-72e1-4870-bba8-51c3dd201268,39.0,Male,Tinaland,,2024-06-29
9af03c6f-88de-4f43-9bc1-445104c6894b,65.0,Male,Jeffreyberg,Medium,2023-12-01
697c8e16-03a9-40f0-99f7-eddc12cc7f04,49.0,Female,North Marcohaven,Medium,2020-05-19
ed27f98c-9eb0-400a-94dd-227a49b0597f,20.0,Male,Rothbury,High,2019-10-30
febc5ef6-d9f5-459d-b7ef-40fdb9c2588b,70.0,Female,East Brittany,Low,10/01/2022
b97bca7b-b634-4655-8c86-3cfb1ee68329,50.0,Female,New Veronica,High,2019-12-24
643a2d7f-c241-487f-9a9a-07f06f0d681c,18.0,Male,East Charlesfurt,Medium,2023-09-15
c5cc364c-0373-4aec-b421-e5e10f91791f,25.0,Female,East Luis,Low,2020-02-08
c382ca5b-c4c2-4d11-9ccb-d17b22e99525,,Male,Richardsbury,Low,2023-01-09
0ebe1d89-92e8-4ff6-8442-0e28d99b3a6a,35.0,Female,New Jennifer,Medium,2020-08-27
6b18200b-0867-4746-887c-ce48371e772a,36.0,Male,Wongville,Medium,2022-08-27
5711d1af-71f2-4b99-a965-3ffdc39d32c8,,Male,Aaronton,Low,2023-07-31
aa082b83-58c0-48ae-bfd9-6e755ce704f4,,Female,Francesberg,High,2020-09-24
31ee738e-ae09-45fa-847f-a017bf06dae7,62.0,Female,Jennifershire,Low,2022-02-04
086370e7-8884-47d7-89b0-776401a43e1c,53.0,Female,Port Jesseside,Medium,2024-04-19
e3be4c5e-f099-4612-a352-7d95ba9b1099,27.0,Female,West Richard,,2020-05-29
b1e89604-77b2-41a8-aff6-d61a8f06e5d5,43.0,Female,Karenton,High,2021-05-16
142d2fe3-3958-433b-a163-3899040ab178,35.0,Male,Port Michelle,Medium,2022-03-29
b78629a8-24f1-431b-aa26-e20ccd256af4,51.0,Female,Huntborough,,2022-09-30
3cd2663d-689b-438a-bcf1-47a311955e35,32.0,Female,Owensfort,Medium,2022-02-16
eab87908-af4d-46ef-b39f-4b1ec9d59980,39.0,Female,North Larry,Medium,2021-06-09
c2fe7e28-037e-4cea-822f-1a067e6d4ce3,60.0,Female,New Gavinhaven,High,2020-04-11
28097c07-e810-4e64-8eae-bff2abd81bc1,26.0,Female,Lake David,High,2021-02-12
c584f7db-9f8c-4012-b52e-089eadc9fde3,67.0,Female,Stephensonmouth,High,2022-02-27
6007c09a-d082-4218-9cdd-087ec3d24dec,43.0,Female,Garciaton,High,2019-08-16
acf61979-471d-4d03-99cf-bdd3668261a6,59.0,Female,North Elizabeth,Low,2021-12-29
afc2cf41-aacb-482c-a3f0-2f68035c44f7,57.0,Male,Allenchester,Low,2023-04-06
6bc3aaad-57cc-4fae-b57f-18faa88ce95b,61.0,Male,West Randall,Low,2019-11-08
401302a0-2748-49f3-bf78-d778d21d4cc7,23.0,Female,Vasquezburgh,Medium,2020-08-15
2d18e68b-8e15-4bea-9e3d-bc7e7797724d,19.0,Female,Laurenville,High,2020-03-16
4ad318fa-7d5a-4d6c-8106-09e5a8618a6c,64.0,Female,Port Larrychester,Medium,2019-09-19
66e01489-30f2-4461-bd51-1a6713c7634b,39.0,Female,Lauriehaven,Low,2020-06-25
b0afe1c8-686c-4dc8-9668-3b3c33dd364c,,Female,Fernandomouth,Medium,2022-06-18
55628222-182b-42a2-b37f-325d789530f3,66.0,Male,Silvaville,High,2024-05-02
b4174b85-6f71-4a2d-8fac-093d30d7f35f,,Male,Port Jefferyfort,High,2023-03-03
ae075979-b98f-46bf-bd3b-cc75f7216c3c,57.0,Female,New Joel,Low,14/01/2024
1c4c3ec8-256e-4c2c-bed6-cf5e97e076de,,Male,New Amber,Low,2023-04-10
bbf7c36f-3745-4d3a-9e33-f927c2755f65,45.0,Female,Roberttown,Medium,07/07/2019
2353e631-3267-4287-aae4-4e05b71a0bb1,28.0,Female,Benjaminborough,Low,2019-07-26
18963973-89cc-4431-accb-330847c9d548,51.0,Female,Port Maryland,Medium,2021-11-02
eb404291-dab0-4733-b0e2-00676e7678a1,64.0,Male,Wilsonton,Medium,2023-06-07
872782ff-e097-4d0e-92bf-0fc07f391905,29.0,Male,Lake Cherylbury,High,2023-03-02
fe3b0536-0a29-4ef4-a8bb-6fbc3171d44f,59.0,Female,East Nathantown,High,2022-04-14
a56b8bed-1d7a-4cc2-abeb-d847aac0ff74,,Female,West Melissa,Medium,2021-03-26
2da3a384-4f08-4048-871b-a1acfe7d7c59,70.0,Male,East Kimberly,High,2019-09-07
b50a3503-2898-453b-92cb-248ea177dffb,29.0,Female,Georgehaven,Medium,2019-12-24
31aaa228-98f0-473d-8ee8-9f66f1a7f2d7,69.0,Female,North Sarahfort,Low,2024-01-16
f9ab3c05-425f-4739-8e23-5197e518e250,33.0,Female,Andrewville,Medium,2023-02-18
4ed0e404-e360-4f0b-ba81-b14ac4be70de,,Female,Allentown,High,2019-10-30
1cb3b94e-a27e-43d4-9438-f6a889623d0f,55.0,Female,North Mikefurt,Medium,2023-09-19
f102f93b-f32c-41d3-adcc-25e02a67c34f,49.0,Female,Meganstad,High,2020-01-26
6b2f8f03-ab9e-48a6-a07e-10e794b04fe0,65.0,Male,Lake Karen,Low,2023-04-04
576d68cf-0bd0-40a8-8710-eee2c706f81e,42.0,Female,West Cynthiamouth,High,2020-06-30
e4f5c19b-60e0-4e10-9735-88d05adf0667,67.0,Male,Melissaborough,Low,2023-06-16
87a3e2eb-e4e0-42fb-8efe-b2076bc86ad7,30.0,Male,Kingberg,Medium,2023-09-04
14ae708b-187e-4848-8371-b452194722af,67.0,Female,Perrystad,Low,2024-06-20
fd089f90-297f-4c91-82e6-34a4937ecddc,,Female,Howardville,Medium,2021-09-23
df02206f-1c15-4d49-9a7d-0ff4026a8d44,44.0,Male,Joeview,Low,2024-02-01
dfc7e609-6b6f-4007-8305-6ebce3f35d7f,62.0,Male,Williamfurt,Low,2022-01-20
2529044c-e151-4f75-ac8f-ad9febf25ac5,53.0,Male,Jessicachester,High,2019-07-27
1eea3d52-fd1a-403e-8e70-7919dca848ee,51.0,Female,East Keith,High,25/11/2020
6a4fcf07-d4f6-44cf-9d47-ddae1917f808,42.0,Male,Baileyberg,High,2022-05-26
4c95e2ed-ec52-41cd-8258-01910de21d71,70.0,Male,East Michaelville,Low,2024-06-03
4045223b-67b5-44b7-a1fd-81f5c181ffd1,36.0,Female,Hernandezton,Medium,2022-06-22
c83975c7-77b5-4f08-ab0c-c6350eb0a7dd,45.0,Female,Lake Laura,,2023-12-06
d628f478-28c1-4d09-b926-8d586d8dea98,44.0,Male,South Carol,High,2020-10-04
4fd4c13d-0ede-457c-8e75-5c6ff9b36982,,Male,East Taylorview,Low,2021-04-26
0dd7e84b-0aa4-4883-8bda-447e31b595d5,150,Female,Andreaburgh,Medium,2023-10-31
edbc4b21-e53a-4f7c-bf1f-7dc9f9557ca5,27.0,Female,Davidfort,High,2023-12-13
e090aa28-e78f-4052-99f9-29ba5260652a,41.0,Male,Davisside,,2020-05-03
363cc756-d55e-44c9-9093-149406fcb440,,Female,Edwardsborough,Low,2019-09-13
54b3556e-e480-41a2-9dcd-7da1d91655aa,57.0,Male,East Betty,Medium,2024-06-08
5736efce-e87a-4e6d-a7b0-803d8aea3c75,51.0,Male,Stephaniemouth,Medium,2020-01-24
62f37d97-41b6-4fe3-90de-0608c41ab069,50.0,Male,Waynechester,Low,2021-03-22
768b95d6-378c-462e-8d70-22c41d6c65bf,39.0,Male,Marshalltown,Medium,2021-08-30
b8f3474f-d05d-4aca-982b-6af4a856305a,,Male,Chelseaburgh,High,2024-06-09
3375b9af-aba4-4db6-9b17-4785756b4287,54.0,Male,Port Charleston,Low,2020-01-19
860003c0-809c-439e-b704-f8648809e396,56.0,Male,West Nathanport,High,2020-03-03
f295375f-e649-4961-9cd1-6104411c00c8,70.0,Female,North Alicia,Low,2021-10-27
d6fe4961-6886-49c3-b6be-07bab52aa19f,51.0,Male,Jenniferview,Low,2020-04-16
32e4c60a-8175-452c-8a6d-fa40f06e738d,51.0,Male,New Jeremyside,Low,2023-11-03
592c60d1-2f03-42d4-aa26-ca11f9fd0e0f,56.0,Male,New James,Low,2020-09-22
896a48cf-7ab6-41a8-ac94-9d7f6c211c01,56.0,Female,Andreaburgh,Low,2021-07-14
1e2be761-bca8-4962-a270-7fc433d2179e,68.0,Female,East Ericmouth,Low,2023-11-26
fe6695c3-4115-4558-8a69-c23c0e13f383,69.0,Male,East Tonyburgh,Medium,2020-10-08
feb00455-3007-4164-9921-682fa5352ec4,19.0,Female,Johnsonborough,Low,2021-09-06
ba7bec5f-29d6-4c9b-8a13-9370b6bddae9,33.0,Male,West Melissatown,,2020-03-20
a5e3f473-4157-4b7e-8377-05720206d7a7,19.0,Female,East Charles,Medium,2020-02-15
a523b30b-f05c-4704-b3b6-e36c4e637440,35.0,Female,Port Brandonstad,High,2024-03-15
c5214293-3313-4a25-96b2-625af9e94e49,,Female,Masseyhaven,,2022-01-01
2d9979c1-ec25-42b8-a9ce-dd6661524b50,30.0,Female,New Kelly,Medium,2023-03-21
c12c8d66-3979-45bc-85fd-780ac87f19d9,,Female,Port Kevin,Medium,2023-07-07
11015464-f408-48d3-91b9-4d7c3de1f494,36.0,Female,Christinaburgh,High,2022-10-04
7b43965a-ab47-41b0-901b-aaf7ca8896ce,36.0,Female,East Donna,High,2021-12-04
c680c6e8-2bc5-44a0-a713-98fe776bebc2,45.0,Female,South Kelly,Medium,2019-10-10
f7457808-4b20-4939-b451-5ebf933c98c0,49.0,Female,Hurleyfort,High,2021-06-14
89432125-8fd0-4b2a-a3c6-4f2e6f8ddc64,150,Male,Vancestad,Low,2023-05-21
048d842d-c2a9-4daf-b710-b1af8becefbf,51.0,Male,Charlesborough,High,2019-12-03
1861b233-7abc-4e26-9aef-481ee3da9ae1,29.0,Female,Paynechester,Medium,2021-04-12
6e24cce5-9d67-4e1e-8816-0b7f767f1362,36.0,Female,New Crystalberg,High,2019-07-31
992bfbf0-9fcc-4fad-9efc-767f55dd26ae,26.0,Male,North James,Low,2022-01-14
037ea182-19f8-4f85-a87f-e9775b11d3d2,,Female,Lake Jessicafort,Low,2019-10-02
b72f2a59-aab0-447d-bb31-9bdc1405cc72,34.0,Female,West Jason,High,10/06/2024
e21ba358-f629-4922-8cbe-0cf613e036e2,54.0,Male,Lake Kariville,Medium,2022-03-21
91ad2b3a-d2fe-4146-a0ae-cdcea44622c9,43.0,Female,West Jennifershire,Medium,2019-07-25
cb8f9257-d8ad-4751-998d-40e56cfe17e4,41.0,Female,New Shannon,High,2022-07-28
08e4e45a-21a7-4c8c-b9b5-de9a512df8a4,,Female,Melissafort,High,2021-02-21
299beb50-d10d-461f-bdd5-4083a4e3cc9b,28.0,Female,North Kristintown,,2022-01-31
63016b6a-014a-4d31-8177-4704794a2b6e,32.0,Male,Lesterborough,Medium,2023-05-25
867a7900-eb5c-46ed-9ee9-28df1abf184c,32.0,Male,Lake Melissahaven,Medium,2023-09-24
c1805670-0d42-4583-bfda-646f85252829,Unknown,Male,South Eric,High,2020-04-25
e8960cfa-6e94-4260-8a99-74188b90a1fa,44.0,Female,Sandraview,High,2019-10-06
06125b2b-549c-4bee-9724-c03f0aa58dbb,43.0,Male,Stewartport,High,2023-03-03
273597c1-d519-4ce1-bf81-f8027e85f8e9,,Male,East Regina,,2023-01-23
190600fc-e1b7-47b0-9cee-37de2d9a8ddd,41.0,Male,East Katieborough,,2023-12-15
54a57437-221b-427f-a8ed-3c7bb3530388,,Male,East Jenniferstad,High,2020-01-03
abe35338-baa4-4cd2-8272-e0eb4d05c39c,,Male,Pittsfurt,,2019-10-24
e9c58327-25a1-4148-8c41-f0f37fc0c75d,Unknown,Female,Port Brittany,,2019-12-06
c2c93273-8204-4385-8dd5-a277dc51989f,64.0,Male,Bradleyfurt,Medium,2020-06-18
b1160da2-67a2-4ac3-a338-06f960278e02,,Female,Ramirezberg,High,2021-12-25
cb01f3d4-94bf-42b0-8f3a-32209f715b1c,60.0,Female,Fullerhaven,Low,2021-11-22
d2c44a3f-8094-4a89-aa38-1c49a82f41ae,58.0,Female,Port Jerry,Medium,2021-11-11
b52e202d-5f0c-4e59-9c36-38260ed82e29,43.0,Male,Bakertown,High,2019-12-18
c085dc18-db0c-42ea-ae6e-0b3839bdd767,34.0,Female,Kennedymouth,Low,2021-02-05
597f2463-8973-4fa8-9710-7683cb399bf8,69.0,Male,North David,High,2021-01-11
b12c84ec-8291-4fa9-8688-b3a8e0bfbd1a,63.0,Female,Kellyfurt,Medium,2024-01-11
eb4b107b-ae16-4ee6-a079-62149dfc21aa,,Female,Port Timothy,Low,2022-07-23
e5d3b19d-e899-4694-aac3-705696a235e3,37.0,Female,South Pamela,Low,18/03/2021
8cac34ad-138a-4c96-b5e7-f2e795b16acb,,Male,Hallside,Low,2022-09-30
97245577-2a94-4929-be69-e2dafa5af66d,46.0,Female,Jenniferberg,Low,2019-09-02
e7eb8a7a-5c2b-4b0d-9783-eaef25a5cd27,59.0,Female,Port Daniel,Low,2021-12-09
31e73aba-0e0a-489a-a00a-478f5d6b7006,47.0,Female,West Scott,,2020-11-15
6f822fa2-fe63-4c4b-9948-7ecbfe600173,27.0,Female,Matthewchester,Low,2022-06-27
b7cf7756-cd20-4de2-b150-c473112da343,25.0,Female,Davisshire,,2019-12-27
7315305d-90e4-43bb-867b-d8d077229147,34.0,Male,South Susanbury,Medium,2024-06-08
72622d98-45f7-4977-b6b9-052494b2d929,27.0,Male,Lewisfort,Medium,2023-04-13
26ffdfbc-43b8-4a9b-b23d-0e029dbbeea1,26.0,Male,Lake Ashleyberg,,2022-11-13
da355e21-5fb0-4778-839f-50853e76b07b,32.0,Female,Grantfort,,2022-09-15
a3efade0-9841-40a8-9c00-0968581d608a,Unknown,Female,North Danielle,High,2020-06-07
1f5a4d3c-f269-45a8-942d-d7ef186af88b,56.0,Male,Port Justinberg,Medium,2023-08-20
60b7c12a-bddd-4d1f-8abb-cbdeed74fea0,58.0,Male,Collinsside,Low,2022-01-19
b9011312-139f-4533-ac2a-21e67a22e8cf,58.0,Male,Pierceberg,High,2020-07-09
e84f46dc-1d0e-4031-a4f6-2a6f46514fa6,49.0,Male,Samuelshire,Medium,2023-09-02
acf47c33-118a-4844-84f5-6c5834568e66,64.0,Male,Lake Victoria,High,2019-07-22
7fa1d4e1-e465-4d23-82c8-c096f58fb5ed,32.0,Male,Port William,Low,2024-01-29
ed46f0b3-870a-41c4-b2c2-6a47937d394e,34.0,Male,West Billy,High,2020-06-23
7f010694-f12b-402f-bd02-6afa18b0fae1,40.0,Male,Port Tiffanyport,High,2021-05-30
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,65.0,Male,Lake Jocelynchester,Low,2024-06-24
d79f6ce9-0373-42e3-a016-984ba61188ce,40.0,Female,Amyhaven,High,2022-08-03
851911c8-6d3f-4a7f-b70c-9b93057d9f94,,Female,Gonzalezborough,High,2022-07-30
58bb7212-6403-401a-8c51-ba0f6bae7eea,23.0,Male,New Lisa,Medium,2024-01-01
39c6e7d2-6c4b-44c0-8961-ddc1ecbdb0c6,70.0,Male,Andrewsmouth,Low,2023-02-28
f9e210c2-0090-42fd-9d80-8f5ab0267c32,23.0,Male,Port Rebeccaville,Low,2022-05-03
ce88db51-39aa-4149-8ee6-d6063d12768f,39.0,Male,Lake Jennifer,Low,2022-07-14
